coin,actual,forecast,returns_predicted
ETHUSDT,1791.29,1651.2277,0.04023514586030428
ETHUSDT,1808.86,1716.0996,-0.04197555427931824
ETHUSDT,2514.57,1832.1031,0.012849612139171965
ETHUSDT,2497.78,2322.6492,-0.07632351856505293
ETHUSDT,2551.22,2412.9587,-0.03395865919561578
ETHUSDT,2539.21,2559.919,0.00340971978602402
ETHUSDT,2509.83,2566.015,0.010556390601062915
ETHUSDT,2547.61,2494.9966,-0.00591012856199421
ETHUSDT,2227.7,2478.4792,-0.02713553171526455
ETHUSDT,2500.09,2339.0852,0.05000009205823279
ETHUSDT,2570.35,2555.4216,0.02213185559694845
ETHUSDT,2972.03,2563.1653,-0.0027952289753826946
ETHUSDT,3756.69,3158.3296,0.062684289809911
ETHUSDT,3872.1,3827.458,0.01883786200418452
ETHUSDT,3496.74,3703.2002,-0.04361969078471628
ETHUSDT,4250.57,3452.9539,-0.012521989789954295
ETHUSDT,4472.33,3622.6184,-0.14773350204722538
ETHUSDT,4780.15,3542.6667,-0.2078700033211156
ETHUSDT,4391.83,3666.0999,-0.23305757067965957
ETHUSDT,4306.19,3598.2598,-0.18069238435344717
ETHUSDT,4604.49,3453.5864,-0.19799488044390742
ETHUSDT,4444.97,3538.0955,-0.23159883961429492
ETHUSDT,4142.16,3540.5874,-0.2034620250881896
ETHUSDT,4514.32,3558.6528,-0.14087026285048135
ETHUSDT,4152.29,3474.4587,-0.2303472637663313
ETHUSDT,3982.58,3650.9343,-0.1207419698113872
ETHUSDT,4158.46,3446.0186,-0.13472709783921477
ETHUSDT,3906.58,3488.863,-0.1610204169068898
ETHUSDT,3583.46,3498.3643,-0.10449440231289259
ETHUSDT,3095.29,3536.9917,-0.012967439508533662
ETHUSDT,2802.16,3175.2312,0.02582672420738446
ETHUSDT,2991.26,2678.194,-0.04423941109826879
ETHUSDT,3059.85,3158.4958,0.05590816231600555
ETHUSDT,3063.5,3306.1028,0.08047871078749778
ETHUSDT,3002.02,3218.015,0.05043737312816223
ETHUSDT,2950.91,3137.2222,0.045037064366243405
SOLUSDT,105.91,133.51207,0.06963683465909666
SOLUSDT,128.38,113.71525,0.07369698902757209
SOLUSDT,137.86,131.96986,0.02796279709924885
SOLUSDT,147.98,156.0224,0.13174524809476088
SOLUSDT,143.95,151.10037,0.021086446239039974
SOLUSDT,173.19,165.51508,0.149809487208015
SOLUSDT,173.3,167.48526,-0.03293919966646096
SOLUSDT,175.74,171.25583,-0.01179556343091827
SOLUSDT,157.68,145.47847,-0.1721948910399863
SOLUSDT,152.45,142.8734,-0.093902854977496
SOLUSDT,152.97,144.1506,-0.05444011644442843
SOLUSDT,131.71,139.96922,-0.08498906306817716
SOLUSDT,153.32,137.5418,0.04427753263413696
SOLUSDT,151.86,141.54362,-0.07680912550267614
SOLUSDT,161.15,162.40176,0.06941764728049263
SOLUSDT,181.43,165.01263,0.02396918571109987
SOLUSDT,188.64,172.91429,-0.04693660705596687
SOLUSDT,161.97,198.72478,0.05346043904622404
SOLUSDT,182.66,160.19724,-0.010945020019621682
SOLUSDT,190.99,160.75818,-0.11990485759915963
SOLUSDT,205.98,205.2813,0.07482745576400428
SOLUSDT,200.62,226.61134,0.10016187680254915
SOLUSDT,206.35,213.29002,0.06315434056280995
SOLUSDT,239.76,211.44357,0.024684143436137052
SOLUSDT,236.16,196.5206,-0.18034451382534875
SOLUSDT,210.83,200.08076,-0.15277453942027516
SOLUSDT,228.56,188.52586,-0.1057920426530336
SOLUSDT,197.0,219.77176,-0.03845047675357401
SOLUSDT,187.86,220.91214,0.12138142077450825
SOLUSDT,200.03,201.80203,0.07421501368414303
SOLUSDT,187.71,195.39925,-0.023150296376441976
SOLUSDT,164.53,181.54805,-0.0328269675203356
SOLUSDT,137.17,155.50352,-0.054862184523956505
SOLUSDT,130.58,139.2422,0.015106821891004412
SOLUSDT,133.48,136.87239,0.04818801307298437
SOLUSDT,132.24,145.35686,0.08897855333986139
SOLUSDT,129.4,141.14673,0.06735275647024343
SOLUSDT,126.03,145.3646,0.12337398381653299
SOLUSDT,125.27,130.67052,0.03682073290306623
TRXUSDT,0.2301,0.11252042,-0.5147890510513845
TRXUSDT,0.2547,0.11252042,-0.51099339825648
TRXUSDT,0.2438,0.11252042,-0.5582237178595055
TRXUSDT,0.2454,0.11252042,-0.5384724402740609
TRXUSDT,0.2471,0.11252042,-0.5414815849177509
TRXUSDT,0.2651,0.11252042,-0.5446361025447838
TRXUSDT,0.2679,0.11252042,-0.5755548130472127
TRXUSDT,0.2723,0.11252042,-0.5799909702830014
TRXUSDT,0.2708,0.11252042,-0.5867777485817703
TRXUSDT,0.2817,0.11252042,-0.5844888513250224
TRXUSDT,0.2739,0.11252042,-0.6005664925055594
TRXUSDT,0.2635,0.11252042,-0.5891916062023222
TRXUSDT,0.2769,0.11252042,-0.5729775367697004
TRXUSDT,0.287,0.11252042,-0.5936424013680609
TRXUSDT,0.3028,0.11252042,-0.6079427907275821
TRXUSDT,0.314,0.11252042,-0.6284002012510438
TRXUSDT,0.3199,0.11252042,-0.6416547163656563
TRXUSDT,0.3275,0.11252042,-0.6482637728628199
TRXUSDT,0.3383,0.11252042,-0.6564262013398964
TRXUSDT,0.3534,0.11252042,-0.6673945638155958
TRXUSDT,0.3614,0.11252042,-0.6816060581177591
TRXUSDT,0.341,0.11252042,-0.6886540701129388
TRXUSDT,0.3312,0.11252042,-0.6700280965947686
TRXUSDT,0.3485,0.11252042,-0.6602644352017394
TRXUSDT,0.3426,0.11252042,-0.6771293570697735
TRXUSDT,0.3357,0.11252042,-0.6715691212458146
TRXUSDT,0.3413,0.11252042,-0.6648185312446114
TRXUSDT,0.3227,0.11252042,-0.6703181392874775
TRXUSDT,0.3205,0.11252042,-0.6513157140961142
TRXUSDT,0.3003,0.11252042,-0.6489222494190829
TRXUSDT,0.2981,0.11252042,-0.6253066298328873
TRXUSDT,0.2906,0.11252042,-0.6225413651084067
TRXUSDT,0.2924,0.11252042,-0.6127996591149899
TRXUSDT,0.275,0.11252042,-0.6151832453447882
TRXUSDT,0.2815,0.11252042,-0.590834839777513
TRXUSDT,0.2868,0.11252042,-0.6002827031574283
TRXUSDT,0.2773,0.11252042,-0.6076693896053559
TRXUSDT,0.2883,0.11252042,-0.5942285645106963
TRXUSDT,0.285,0.11252042,-0.6097106518862854
XRPUSDT,1.9218,2.353409,0.10131922499655661
XRPUSDT,2.1196,2.3345733,0.21478471687500308
XRPUSDT,2.0787,2.41974,0.14160217098704725
XRPUSDT,2.252,2.3541524,0.13251187810880852
XRPUSDT,2.156,2.3762898,0.05519087234144746
XRPUSDT,2.367,2.338807,0.08478993785624594
XRPUSDT,2.428,2.3537521,-0.005596900620841252
XRPUSDT,2.3417,2.576042,0.0609727911344274
XRPUSDT,2.1792,2.400438,0.02508351637581301
XRPUSDT,2.267,2.2925746,0.052025809512089446
XRPUSDT,2.1655,2.3117867,0.019755911606232125
XRPUSDT,2.0172,2.3661687,0.09266623754860254
XRPUSDT,2.2061,2.3338728,0.15698631524141415
XRPUSDT,2.2709,2.3587942,0.06921454709274666
XRPUSDT,2.8361,2.406975,0.05992119023252794
XRPUSDT,3.454,2.507474,-0.11587252014467905
XRPUSDT,3.2389,2.894421,-0.16200894597091636
XRPUSDT,2.948,2.7134953,-0.16221703216629058
XRPUSDT,3.187,2.547344,-0.1359077444555316
XRPUSDT,3.0877,2.6449578,-0.17007913999434804
XRPUSDT,3.0258,2.5530965,-0.17313970501614295
XRPUSDT,2.7757,2.5435622,-0.1593753143488056
XRPUSDT,2.877,2.5528216,-0.08029627257990737
XRPUSDT,3.0279,2.4989963,-0.13138816205005818
XRPUSDT,2.9701,2.5581195,-0.15515058771882587
XRPUSDT,2.8674,2.5117173,-0.1543324064884935
XRPUSDT,2.9697,2.5244296,-0.11961025329300354
XRPUSDT,2.5282,2.560898,-0.13765765378084768
XRPUSDT,2.3908,2.4763324,-0.020515613451796935
XRPUSDT,2.6461,2.4814231,0.03790494377285575
XRPUSDT,2.5267,2.4156125,-0.08710462220523066
XRPUSDT,2.3662,2.4446316,-0.03248047788099656
XRPUSDT,2.2149,2.3662329,1.3892320715604238e-05
XRPUSDT,2.0491,2.3592234,0.06516021751938747
XRPUSDT,2.155,2.3164465,0.13047022728996535
XRPUSDT,2.0442,2.3857582,0.10708035338505802
XRPUSDT,1.9784,2.351022,0.15009392675920982
XRPUSDT,1.9223,2.3719354,0.19891597633654903
XRPUSDT,1.8654,2.3915248,0.24409550627765148
